,file,shot,start_s,end_s,start,end
354,5245830105934359183.xml,355,1231.19,1232.14,00:20:31:19,00:20:32:14
355,5245830105934359183.xml,356,1232.15,1233.09,00:20:32:15,00:20:33:09
356,5245830105934359183.xml,357,1233.1,1234.23,00:20:33:10,00:20:34:23
357,5245830105934359183.xml,358,1234.24,1239.06,00:20:34:24,00:20:39:06
358,5245830105934359183.xml,359,1239.07,1245.01,00:20:39:07,00:20:45:01
359,5245830105934359183.xml,360,1245.02,1247.03,00:20:45:02,00:20:47:03
360,5245830105934359183.xml,361,1247.04,1254.15,00:20:47:04,00:20:54:15
361,5245830105934359183.xml,362,1254.16,1256.16,00:20:54:16,00:20:56:16
362,5245830105934359183.xml,363,1256.17,1258.09,00:20:56:17,00:20:58:09
363,5245830105934359183.xml,364,1258.1,1259.09,00:20:58:10,00:20:59:09
364,5245830105934359183.xml,365,1259.1,1269.11,00:20:59:10,00:21:09:11
365,5245830105934359183.xml,366,1269.12,1271.06,00:21:09:12,00:21:11:06
366,5245830105934359183.xml,367,1271.07,1278.15,00:21:11:07,00:21:18:15
367,5245830105934359183.xml,368,1278.16,1280.23,00:21:18:16,00:21:20:23
368,5245830105934359183.xml,369,1280.24,1283.08,00:21:20:24,00:21:23:08
369,5245830105934359183.xml,370,1283.09,1290.18,00:21:23:09,00:21:30:18
370,5245830105934359183.xml,371,1290.19,1294.16,00:21:30:19,00:21:34:16
371,5245830105934359183.xml,372,1294.17,1295.05,00:21:34:17,00:21:35:05
372,5245830105934359183.xml,373,1295.06,1295.16,00:21:35:06,00:21:35:16
373,5245830105934359183.xml,374,1295.17,1308.08,00:21:35:17,00:21:48:08
374,5245830105934359183.xml,375,1308.09,1309.19,00:21:48:09,00:21:49:19
375,5245830105934359183.xml,376,1309.2,1312.12,00:21:49:20,00:21:52:12
376,5245830105934359183.xml,377,1312.13,1315.05,00:21:52:13,00:21:55:05
377,5245830105934359183.xml,378,1315.06,1325.21,00:21:55:06,00:22:05:21
378,5245830105934359183.xml,379,1325.22,1328.22,00:22:05:22,00:22:08:22
379,5245830105934359183.xml,380,1328.23,1333.08,00:22:08:23,00:22:13:08
380,5245830105934359183.xml,381,1333.09,1343.01,00:22:13:09,00:22:23:01
381,5245830105934359183.xml,382,1343.02,1344.06,00:22:23:02,00:22:24:06
382,5245830105934359183.xml,383,1344.07,1345.2,00:22:24:07,00:22:25:20
383,5245830105934359183.xml,384,1345.21,1347.05,00:22:25:21,00:22:27:05
384,5245830105934359183.xml,385,1347.06,1350.02,00:22:27:06,00:22:30:02
385,5245830105934359183.xml,386,1350.03,1350.19,00:22:30:03,00:22:30:19
386,5245830105934359183.xml,387,1350.2,1353.14,00:22:30:20,00:22:33:14
387,5245830105934359183.xml,388,1353.15,1356.14,00:22:33:15,00:22:36:14
388,5245830105934359183.xml,389,1356.15,1362.16,00:22:36:15,00:22:42:16
389,5245830105934359183.xml,390,1362.17,1365.02,00:22:42:17,00:22:45:02
390,5245830105934359183.xml,391,1365.03,1368.11,00:22:45:03,00:22:48:11
391,5245830105934359183.xml,392,1368.12,1374.08,00:22:48:12,00:22:54:08
392,5245830105934359183.xml,393,1374.09,1376.08,00:22:54:09,00:22:56:08
393,5245830105934359183.xml,394,1376.09,1379.03,00:22:56:09,00:22:59:03
394,5245830105934359183.xml,395,1379.04,1381.03,00:22:59:04,00:23:01:03
395,5245830105934359183.xml,396,1381.04,1382.05,00:23:01:04,00:23:02:05
396,5245830105934359183.xml,397,1382.06,1384.09,00:23:02:06,00:23:04:09
397,5245830105934359183.xml,398,1384.1,1385.08,00:23:04:10,00:23:05:08
398,5245830105934359183.xml,399,1385.09,1387.16,00:23:05:09,00:23:07:16
399,5245830105934359183.xml,400,1387.17,1392.02,00:23:07:17,00:23:12:02
400,5245830105934359183.xml,401,1392.03,1394.1,00:23:12:03,00:23:14:10
401,5245830105934359183.xml,402,1394.11,1397.17,00:23:14:11,00:23:17:17
402,5245830105934359183.xml,403,1397.18,1398.19,00:23:17:18,00:23:18:19
403,5245830105934359183.xml,404,1398.2,1399.14,00:23:18:20,00:23:19:14
404,5245830105934359183.xml,405,1399.15,1401.18,00:23:19:15,00:23:21:18
405,5245830105934359183.xml,406,1401.19,1402.22,00:23:21:19,00:23:22:22
406,5245830105934359183.xml,407,1402.23,1445.18,00:23:22:23,00:24:05:18
407,5245830105934359183.xml,408,1445.19,1446.12,00:24:05:19,00:24:06:12
408,5245830105934359183.xml,409,1446.13,1455.09,00:24:06:13,00:24:15:09
409,5245830105934359183.xml,410,1455.1,1459.01,00:24:15:10,00:24:19:01
410,5245830105934359183.xml,411,1459.02,1466.14,00:24:19:02,00:24:26:14
411,5245830105934359183.xml,412,1466.15,1474.01,00:24:26:15,00:24:34:01
412,5245830105934359183.xml,413,1474.02,1478.06,00:24:34:02,00:24:38:06
413,5245830105934359183.xml,414,1478.07,1482.18,00:24:38:07,00:24:42:18
414,5245830105934359183.xml,415,1482.19,1486.22,00:24:42:19,00:24:46:22
415,5245830105934359183.xml,416,1486.23,1488.09,00:24:46:23,00:24:48:09
416,5245830105934359183.xml,417,1488.1,1490.07,00:24:48:10,00:24:50:07
417,5245830105934359183.xml,418,1490.08,1492.0,00:24:50:08,00:24:52:00
418,5245830105934359183.xml,419,1492.01,1499.01,00:24:52:01,00:24:59:01
419,5245830105934359183.xml,420,1499.02,1500.24,00:24:59:02,00:25:00:24
420,5245830105934359183.xml,421,1501.0,1502.23,00:25:01:00,00:25:02:23
421,5245830105934359183.xml,422,1502.24,1503.2,00:25:02:24,00:25:03:20
422,5245830105934359183.xml,423,1503.21,1504.11,00:25:03:21,00:25:04:11
423,5245830105934359183.xml,424,1504.12,1505.22,00:25:04:12,00:25:05:22
424,5245830105934359183.xml,425,1505.23,1506.23,00:25:05:23,00:25:06:23
425,5245830105934359183.xml,426,1506.24,1507.23,00:25:06:24,00:25:07:23
426,5245830105934359183.xml,427,1507.24,1510.06,00:25:07:24,00:25:10:06
427,5245830105934359183.xml,428,1510.07,1511.18,00:25:10:07,00:25:11:18
428,5245830105934359183.xml,429,1511.19,1514.05,00:25:11:19,00:25:14:05
429,5245830105934359183.xml,430,1514.06,1515.12,00:25:14:06,00:25:15:12
430,5245830105934359183.xml,431,1515.13,1517.07,00:25:15:13,00:25:17:07
431,5245830105934359183.xml,432,1517.08,1521.14,00:25:17:08,00:25:21:14
432,5245830105934359183.xml,433,1521.15,1523.08,00:25:21:15,00:25:23:08
433,5245830105934359183.xml,434,1523.09,1524.09,00:25:23:09,00:25:24:09
434,5245830105934359183.xml,435,1524.1,1526.14,00:25:24:10,00:25:26:14
435,5245830105934359183.xml,436,1526.15,1531.03,00:25:26:15,00:25:31:03
436,5245830105934359183.xml,437,1531.04,1532.12,00:25:31:04,00:25:32:12
437,5245830105934359183.xml,438,1532.13,1536.18,00:25:32:13,00:25:36:18
438,5245830105934359183.xml,439,1536.19,1538.24,00:25:36:19,00:25:38:24
439,5245830105934359183.xml,440,1539.0,1541.24,00:25:39:00,00:25:41:24
440,5245830105934359183.xml,441,1542.0,1542.23,00:25:42:00,00:25:42:23
441,5245830105934359183.xml,442,1542.24,1545.19,00:25:42:24,00:25:45:19
442,5245830105934359183.xml,443,1545.2,1548.17,00:25:45:20,00:25:48:17
443,5245830105934359183.xml,444,1548.18,1550.01,00:25:48:18,00:25:50:01
444,5245830105934359183.xml,445,1550.02,1569.1,00:25:50:02,00:26:09:10
445,5245830105934359183.xml,446,1569.11,1573.17,00:26:09:11,00:26:13:17
446,5245830105934359183.xml,447,1573.18,1578.0,00:26:13:18,00:26:18:00
447,5245830105934359183.xml,448,1578.01,1589.14,00:26:18:01,00:26:29:14
448,5245830105934359183.xml,449,1589.15,1597.15,00:26:29:15,00:26:37:15
449,5245830105934359183.xml,450,1597.16,1603.2,00:26:37:16,00:26:43:20
450,5245830105934359183.xml,451,1603.21,1612.17,00:26:43:21,00:26:52:17
451,5245830105934359183.xml,452,1612.18,1615.16,00:26:52:18,00:26:55:16
452,5245830105934359183.xml,453,1615.17,1617.06,00:26:55:17,00:26:57:06
453,5245830105934359183.xml,454,1617.07,1634.24,00:26:57:07,00:27:14:24
454,5245830105934359183.xml,455,1635.0,1637.22,00:27:15:00,00:27:17:22
455,5245830105934359183.xml,456,1637.23,1643.17,00:27:17:23,00:27:23:17
456,5245830105934359183.xml,457,1643.18,1649.21,00:27:23:18,00:27:29:21
457,5245830105934359183.xml,458,1649.22,1652.03,00:27:29:22,00:27:32:03
458,5245830105934359183.xml,459,1652.04,1652.09,00:27:32:04,00:27:32:09
459,5245830105934359183.xml,460,1652.1,1653.14,00:27:32:10,00:27:33:14
460,5245830105934359183.xml,461,1653.15,1653.22,00:27:33:15,00:27:33:22
461,5245830105934359183.xml,462,1653.23,1656.1,00:27:33:23,00:27:36:10
462,5245830105934359183.xml,463,1656.11,1657.03,00:27:36:11,00:27:37:03
463,5245830105934359183.xml,464,1657.04,1657.16,00:27:37:04,00:27:37:16
464,5245830105934359183.xml,465,1657.17,1658.15,00:27:37:17,00:27:38:15
465,5245830105934359183.xml,466,1658.16,1658.24,00:27:38:16,00:27:38:24
466,5245830105934359183.xml,467,1659.0,1663.21,00:27:39:00,00:27:43:21
467,5245830105934359183.xml,468,1663.22,1665.16,00:27:43:22,00:27:45:16
468,5245830105934359183.xml,469,1665.17,1667.18,00:27:45:17,00:27:47:18
469,5245830105934359183.xml,470,1667.19,1669.18,00:27:47:19,00:27:49:18
470,5245830105934359183.xml,471,1669.19,1671.23,00:27:49:19,00:27:51:23
471,5245830105934359183.xml,472,1671.24,1672.23,00:27:51:24,00:27:52:23
472,5245830105934359183.xml,473,1672.24,1674.23,00:27:52:24,00:27:54:23
473,5245830105934359183.xml,474,1674.24,1676.18,00:27:54:24,00:27:56:18
474,5245830105934359183.xml,475,1676.19,1679.13,00:27:56:19,00:27:59:13
475,5245830105934359183.xml,476,1679.14,1681.14,00:27:59:14,00:28:01:14
476,5245830105934359183.xml,477,1681.15,1684.0,00:28:01:15,00:28:04:00
477,5245830105934359183.xml,478,1684.01,1688.08,00:28:04:01,00:28:08:08
478,5245830105934359183.xml,479,1688.09,1688.16,00:28:08:09,00:28:08:16
479,5245830105934359183.xml,480,1688.17,1690.02,00:28:08:17,00:28:10:02
480,5245830105934359183.xml,481,1690.03,1693.03,00:28:10:03,00:28:13:03
481,5245830105934359183.xml,482,1693.04,1695.03,00:28:13:04,00:28:15:03
482,5245830105934359183.xml,483,1695.04,1700.04,00:28:15:04,00:28:20:04
483,5245830105934359183.xml,484,1700.05,1701.03,00:28:20:05,00:28:21:03
484,5245830105934359183.xml,485,1701.04,1708.04,00:28:21:04,00:28:28:04
485,5245830105934359183.xml,486,1708.05,1710.0,00:28:28:05,00:28:30:00
486,5245830105934359183.xml,487,1710.01,1713.18,00:28:30:01,00:28:33:18
487,5245830105934359183.xml,488,1713.19,1715.07,00:28:33:19,00:28:35:07
488,5245830105934359183.xml,489,1715.08,1717.11,00:28:35:08,00:28:37:11
489,5245830105934359183.xml,490,1717.12,1719.18,00:28:37:12,00:28:39:18
490,5245830105934359183.xml,491,1719.19,1723.21,00:28:39:19,00:28:43:21
491,5245830105934359183.xml,492,1723.22,1725.21,00:28:43:22,00:28:45:21
492,5245830105934359183.xml,493,1725.22,1727.01,00:28:45:22,00:28:47:01
493,5245830105934359183.xml,494,1727.02,1728.1,00:28:47:02,00:28:48:10
494,5245830105934359183.xml,495,1728.11,1729.14,00:28:48:11,00:28:49:14
495,5245830105934359183.xml,496,1729.15,1730.08,00:28:49:15,00:28:50:08
496,5245830105934359183.xml,497,1730.09,1731.04,00:28:50:09,00:28:51:04
497,5245830105934359183.xml,498,1731.05,1734.06,00:28:51:05,00:28:54:06
498,5245830105934359183.xml,499,1734.07,1734.2,00:28:54:07,00:28:54:20
499,5245830105934359183.xml,500,1734.21,1735.19,00:28:54:21,00:28:55:19
500,5245830105934359183.xml,501,1735.2,1739.13,00:28:55:20,00:28:59:13
501,5245830105934359183.xml,502,1739.14,1740.11,00:28:59:14,00:29:00:11
502,5245830105934359183.xml,503,1740.12,1741.05,00:29:00:12,00:29:01:05
503,5245830105934359183.xml,504,1741.06,1747.12,00:29:01:06,00:29:07:12
504,5245830105934359183.xml,505,1747.13,1750.01,00:29:07:13,00:29:10:01
505,5245830105934359183.xml,506,1750.02,1758.01,00:29:10:02,00:29:18:01
506,5245830105934359183.xml,507,1758.02,1762.16,00:29:18:02,00:29:22:16
507,5245830105934359183.xml,508,1762.17,1765.15,00:29:22:17,00:29:25:15
508,5245830105934359183.xml,509,1765.16,1766.13,00:29:25:16,00:29:26:13
509,5245830105934359183.xml,510,1766.14,1769.19,00:29:26:14,00:29:29:19
510,5245830105934359183.xml,511,1769.2,1770.16,00:29:29:20,00:29:30:16
511,5245830105934359183.xml,512,1770.17,1771.18,00:29:30:17,00:29:31:18
512,5245830105934359183.xml,513,1771.19,1773.09,00:29:31:19,00:29:33:09
513,5245830105934359183.xml,514,1773.1,1774.23,00:29:33:10,00:29:34:23
514,5245830105934359183.xml,515,1774.24,1778.16,00:29:34:24,00:29:38:16
515,5245830105934359183.xml,516,1778.17,1780.01,00:29:38:17,00:29:40:01
516,5245830105934359183.xml,517,1780.02,1783.08,00:29:40:02,00:29:43:08
517,5245830105934359183.xml,518,1783.09,1784.23,00:29:43:09,00:29:44:23
518,5245830105934359183.xml,519,1784.24,1786.08,00:29:44:24,00:29:46:08
519,5245830105934359183.xml,520,1786.09,1790.23,00:29:46:09,00:29:50:23
520,5245830105934359183.xml,521,1790.24,1799.22,00:29:50:24,00:29:59:22
521,5245830105934359183.xml,522,1799.23,1801.23,00:29:59:23,00:30:01:23
522,5245830105934359183.xml,523,1801.24,1810.16,00:30:01:24,00:30:10:16
523,5245830105934359183.xml,524,1810.17,1814.03,00:30:10:17,00:30:14:03
524,5245830105934359183.xml,525,1814.04,1843.06,00:30:14:04,00:30:43:06
525,5245830105934359183.xml,526,1843.07,1845.03,00:30:43:07,00:30:45:03
526,5245830105934359183.xml,527,1845.04,1848.03,00:30:45:04,00:30:48:03
527,5245830105934359183.xml,528,1848.04,1850.11,00:30:48:04,00:30:50:11
528,5245830105934359183.xml,529,1850.12,1853.1,00:30:50:12,00:30:53:10
529,5245830105934359183.xml,530,1853.11,1854.02,00:30:53:11,00:30:54:02
530,5245830105934359183.xml,531,1854.03,1854.21,00:30:54:03,00:30:54:21
531,5245830105934359183.xml,532,1854.22,1858.04,00:30:54:22,00:30:58:04
532,5245830105934359183.xml,533,1858.05,1859.2,00:30:58:05,00:30:59:20
533,5245830105934359183.xml,534,1859.21,1868.21,00:30:59:21,00:31:08:21
534,5245830105934359183.xml,535,1868.22,1873.04,00:31:08:22,00:31:13:04
535,5245830105934359183.xml,536,1873.05,1876.16,00:31:13:05,00:31:16:16
536,5245830105934359183.xml,537,1876.17,1878.0,00:31:16:17,00:31:18:00
537,5245830105934359183.xml,538,1878.01,1880.1,00:31:18:01,00:31:20:10
538,5245830105934359183.xml,539,1880.11,1881.09,00:31:20:11,00:31:21:09
539,5245830105934359183.xml,540,1881.1,1883.05,00:31:21:10,00:31:23:05
540,5245830105934359183.xml,541,1883.06,1888.0,00:31:23:06,00:31:28:00
541,5245830105934359183.xml,542,1888.01,1890.01,00:31:28:01,00:31:30:01
542,5245830105934359183.xml,543,1890.02,1891.01,00:31:30:02,00:31:31:01
543,5245830105934359183.xml,544,1891.02,1891.18,00:31:31:02,00:31:31:18
544,5245830105934359183.xml,545,1891.19,1895.16,00:31:31:19,00:31:35:16
545,5245830105934359183.xml,546,1895.17,1896.19,00:31:35:17,00:31:36:19
546,5245830105934359183.xml,547,1896.2,1898.16,00:31:36:20,00:31:38:16
547,5245830105934359183.xml,548,1898.17,1900.08,00:31:38:17,00:31:40:08
548,5245830105934359183.xml,549,1900.09,1903.05,00:31:40:09,00:31:43:05
549,5245830105934359183.xml,550,1903.06,1905.19,00:31:43:06,00:31:45:19
550,5245830105934359183.xml,551,1905.2,1907.06,00:31:45:20,00:31:47:06
551,5245830105934359183.xml,552,1907.07,1909.08,00:31:47:07,00:31:49:08
552,5245830105934359183.xml,553,1909.09,1912.16,00:31:49:09,00:31:52:16
553,5245830105934359183.xml,554,1912.17,1915.2,00:31:52:17,00:31:55:20
554,5245830105934359183.xml,555,1915.21,1920.1,00:31:55:21,00:32:00:10
555,5245830105934359183.xml,556,1920.11,1923.13,00:32:00:11,00:32:03:13
556,5245830105934359183.xml,557,1923.14,1925.12,00:32:03:14,00:32:05:12
557,5245830105934359183.xml,558,1925.13,1926.0,00:32:05:13,00:32:06:00
558,5245830105934359183.xml,559,1926.01,1928.13,00:32:06:01,00:32:08:13
559,5245830105934359183.xml,560,1928.14,1929.15,00:32:08:14,00:32:09:15
560,5245830105934359183.xml,561,1929.16,1936.03,00:32:09:16,00:32:16:03
561,5245830105934359183.xml,562,1936.04,1940.23,00:32:16:04,00:32:20:23
562,5245830105934359183.xml,563,1940.24,1945.06,00:32:20:24,00:32:25:06
563,5245830105934359183.xml,564,1945.07,1948.03,00:32:25:07,00:32:28:03
564,5245830105934359183.xml,565,1948.04,1952.12,00:32:28:04,00:32:32:12
565,5245830105934359183.xml,566,1952.13,1954.17,00:32:32:13,00:32:34:17
566,5245830105934359183.xml,567,1954.18,1956.04,00:32:34:18,00:32:36:04
567,5245830105934359183.xml,568,1956.05,1957.03,00:32:36:05,00:32:37:03
568,5245830105934359183.xml,569,1957.04,1957.24,00:32:37:04,00:32:37:24
569,5245830105934359183.xml,570,1958.0,1960.09,00:32:38:00,00:32:40:09
570,5245830105934359183.xml,571,1960.1,1962.07,00:32:40:10,00:32:42:07
571,5245830105934359183.xml,572,1962.08,1963.03,00:32:42:08,00:32:43:03
572,5245830105934359183.xml,573,1963.04,1966.2,00:32:43:04,00:32:46:20
573,5245830105934359183.xml,574,1966.21,1968.13,00:32:46:21,00:32:48:13
574,5245830105934359183.xml,575,1968.14,1974.03,00:32:48:14,00:32:54:03
575,5245830105934359183.xml,576,1974.04,1975.13,00:32:54:04,00:32:55:13
576,5245830105934359183.xml,577,1975.14,1978.07,00:32:55:14,00:32:58:07
577,5245830105934359183.xml,578,1978.08,1980.22,00:32:58:08,00:33:00:22
578,5245830105934359183.xml,579,1980.23,1981.02,00:33:00:23,00:33:01:02
579,5245830105934359183.xml,580,1981.03,1981.23,00:33:01:03,00:33:01:23
580,5245830105934359183.xml,581,1981.24,1982.12,00:33:01:24,00:33:02:12
581,5245830105934359183.xml,582,1982.13,1983.18,00:33:02:13,00:33:03:18
582,5245830105934359183.xml,583,1983.19,1985.01,00:33:03:19,00:33:05:01
583,5245830105934359183.xml,584,1985.02,1985.17,00:33:05:02,00:33:05:17
584,5245830105934359183.xml,585,1985.18,1986.0,00:33:05:18,00:33:06:00
585,5245830105934359183.xml,586,1986.01,1986.17,00:33:06:01,00:33:06:17
586,5245830105934359183.xml,587,1986.18,2015.17,00:33:06:18,00:33:35:17
587,5245830105934359183.xml,588,2015.18,2018.19,00:33:35:18,00:33:38:19
588,5245830105934359183.xml,589,2018.2,2024.05,00:33:38:20,00:33:44:05
589,5245830105934359183.xml,590,2024.06,2025.19,00:33:44:06,00:33:45:19
590,5245830105934359183.xml,591,2025.2,2030.13,00:33:45:20,00:33:50:13
591,5245830105934359183.xml,592,2030.14,2031.24,00:33:50:14,00:33:51:24
592,5245830105934359183.xml,593,2032.0,2034.23,00:33:52:00,00:33:54:23
593,5245830105934359183.xml,594,2034.24,2037.2,00:33:54:24,00:33:57:20
594,5245830105934359183.xml,595,2037.21,2040.02,00:33:57:21,00:34:00:02
595,5245830105934359183.xml,596,2040.03,2044.06,00:34:00:03,00:34:04:06
596,5245830105934359183.xml,597,2044.07,2047.07,00:34:04:07,00:34:07:07
597,5245830105934359183.xml,598,2047.08,2048.22,00:34:07:08,00:34:08:22
598,5245830105934359183.xml,599,2048.23,2051.02,00:34:08:23,00:34:11:02
599,5245830105934359183.xml,600,2051.03,2053.22,00:34:11:03,00:34:13:22
600,5245830105934359183.xml,601,2053.23,2055.04,00:34:13:23,00:34:15:04
601,5245830105934359183.xml,602,2055.05,2056.23,00:34:15:05,00:34:16:23
602,5245830105934359183.xml,603,2056.24,2060.15,00:34:16:24,00:34:20:15
603,5245830105934359183.xml,604,2060.16,2060.18,00:34:20:16,00:34:20:18
604,5245830105934359183.xml,605,2060.19,2062.07,00:34:20:19,00:34:22:07
605,5245830105934359183.xml,606,2062.08,2068.13,00:34:22:08,00:34:28:13
606,5245830105934359183.xml,607,2068.14,2083.02,00:34:28:14,00:34:43:02
607,5245830105934359183.xml,608,2083.03,2085.05,00:34:43:03,00:34:45:05
608,5245830105934359183.xml,609,2085.06,2090.03,00:34:45:06,00:34:50:03
609,5245830105934359183.xml,610,2090.04,2094.02,00:34:50:04,00:34:54:02
610,5245830105934359183.xml,611,2094.03,2096.15,00:34:54:03,00:34:56:15
611,5245830105934359183.xml,612,2096.16,2098.03,00:34:56:16,00:34:58:03
612,5245830105934359183.xml,613,2098.04,2099.11,00:34:58:04,00:34:59:11
613,5245830105934359183.xml,614,2099.12,2100.11,00:34:59:12,00:35:00:11
614,5245830105934359183.xml,615,2100.12,2102.24,00:35:00:12,00:35:02:24
615,5245830105934359183.xml,616,2103.0,2104.17,00:35:03:00,00:35:04:17
616,5245830105934359183.xml,617,2104.18,2105.22,00:35:04:18,00:35:05:22
617,5245830105934359183.xml,618,2105.23,2108.2,00:35:05:23,00:35:08:20
618,5245830105934359183.xml,619,2108.21,2110.12,00:35:08:21,00:35:10:12
619,5245830105934359183.xml,620,2110.13,2110.17,00:35:10:13,00:35:10:17
620,5245830105934359183.xml,621,2110.18,2111.1,00:35:10:18,00:35:11:10
621,5245830105934359183.xml,622,2111.11,2111.17,00:35:11:11,00:35:11:17
622,5245830105934359183.xml,623,2111.18,2114.04,00:35:11:18,00:35:14:04
623,5245830105934359183.xml,624,2114.05,2116.2,00:35:14:05,00:35:16:20
624,5245830105934359183.xml,625,2116.21,2119.21,00:35:16:21,00:35:19:21
625,5245830105934359183.xml,626,2119.22,2121.15,00:35:19:22,00:35:21:15
626,5245830105934359183.xml,627,2121.16,2123.05,00:35:21:16,00:35:23:05
627,5245830105934359183.xml,628,2123.06,2124.16,00:35:23:06,00:35:24:16
628,5245830105934359183.xml,629,2124.17,2126.06,00:35:24:17,00:35:26:06
629,5245830105934359183.xml,630,2126.07,2128.06,00:35:26:07,00:35:28:06
630,5245830105934359183.xml,631,2128.07,2129.13,00:35:28:07,00:35:29:13
631,5245830105934359183.xml,632,2129.14,2133.1,00:35:29:14,00:35:33:10
632,5245830105934359183.xml,633,2133.11,2134.19,00:35:33:11,00:35:34:19
633,5245830105934359183.xml,634,2134.2,2136.1,00:35:34:20,00:35:36:10
634,5245830105934359183.xml,635,2136.11,2141.05,00:35:36:11,00:35:41:05
635,5245830105934359183.xml,636,2141.06,2141.21,00:35:41:06,00:35:41:21
636,5245830105934359183.xml,637,2141.22,2144.05,00:35:41:22,00:35:44:05
637,5245830105934359183.xml,638,2144.06,2150.05,00:35:44:06,00:35:50:05
638,5245830105934359183.xml,639,2150.06,2159.14,00:35:50:06,00:35:59:14
